Date,Open,High,Low,Close,Adj Close,Volume
2021-05-26,4191.589844,4202.609863,4184.109863,4195.990234,4195.990234,3674490000
2021-05-27,4201.939941,4213.379883,4197.779785,4200.879883,4200.879883,5201110000
2021-05-28,4210.770020,4218.359863,4203.569824,4204.109863,4204.109863,4199270000
2021-06-01,4216.520020,4234.120117,4197.589844,4202.040039,4202.040039,4122960000
2021-06-02,4206.819824,4217.370117,4198.270020,4208.120117,4208.120117,4860930000
2021-06-03,4191.430176,4204.390137,4167.930176,4192.850098,4192.850098,4579450000
2021-06-04,4206.049805,4233.450195,4206.049805,4229.890137,4229.890137,3487070000
2021-06-07,4229.339844,4232.339844,4215.660156,4226.520020,4226.520020,3835570000
2021-06-08,4233.810059,4236.740234,4208.410156,4227.259766,4227.259766,3943870000
2021-06-09,4232.990234,4237.089844,4218.740234,4219.549805,4219.549805,3902870000
2021-06-10,4228.560059,4249.740234,4220.339844,4239.180176,4239.180176,3502480000
2021-06-11,4242.899902,4248.379883,4232.250000,4247.439941,4247.439941,3204280000
2021-06-14,4248.310059,4255.589844,4234.069824,4255.149902,4255.149902,3612050000
2021-06-15,4255.279785,4257.160156,4238.350098,4246.589844,4246.589844,3578450000
2021-06-16,4248.870117,4251.890137,4202.450195,4223.700195,4223.700195,3722050000
2021-06-17,4220.370117,4232.290039,4196.049805,4221.859863,4221.859863,3952110000
2021-06-18,4204.779785,4204.779785,4164.399902,4166.450195,4166.450195,6084980000
2021-06-21,4173.399902,4226.240234,4173.399902,4224.790039,4224.790039,3391740000
2021-06-22,4224.609863,4255.839844,4217.270020,4246.439941,4246.439941,3208760000
2021-06-23,4249.270020,4256.600098,4241.430176,4241.839844,4241.839844,3172440000
2021-06-24,4256.970215,4271.279785,4256.970215,4266.490234,4266.490234,3141680000
2021-06-25,4274.450195,4286.120117,4271.160156,4280.700195,4280.700195,6248390000
2021-06-28,4284.899902,4292.140137,4274.669922,4290.609863,4290.609863,3415610000
2021-06-29,4293.209961,4300.520020,4287.040039,4291.799805,4291.799805,3049560000
2021-06-30,4290.649902,4302.430176,4287.959961,4297.500000,4297.500000,3687880000
2021-07-01,4300.729980,4320.660156,4300.729980,4319.939941,4319.939941,3077580000
2021-07-02,4326.600098,4355.430176,4326.600098,4352.339844,4352.339844,2628550000
2021-07-06,4356.459961,4356.459961,4314.370117,4343.540039,4343.540039,3437900000
2021-07-07,4351.009766,4361.879883,4329.790039,4358.129883,4358.129883,3243900000
2021-07-08,4321.069824,4330.879883,4289.370117,4320.819824,4320.819824,3393780000
2021-07-09,4329.379883,4371.600098,4329.379883,4369.549805,4369.549805,2738280000
2021-07-12,4372.410156,4386.680176,4364.029785,4384.629883,4384.629883,2983980000
2021-07-13,4381.069824,4392.370117,4366.919922,4369.209961,4369.209961,3166900000
2021-07-14,4380.109863,4393.680176,4362.359863,4374.299805,4374.299805,3213870000
2021-07-15,4369.020020,4369.020020,4340.700195,4360.029785,4360.029785,3226930000
2021-07-16,4367.430176,4375.089844,4322.529785,4327.160156,4327.160156,3165160000
2021-07-19,4296.399902,4296.399902,4233.129883,4258.490234,4258.490234,4155790000
2021-07-20,4265.109863,4336.839844,4262.049805,4323.060059,4323.060059,3634190000
2021-07-21,4331.129883,4359.700195,4331.129883,4358.689941,4358.689941,3078550000
2021-07-22,4361.270020,4369.870117,4350.060059,4367.479980,4367.479980,2907910000
2021-07-23,4381.200195,4415.180176,4381.200195,4411.790039,4411.790039,3490730000
2021-07-26,4409.580078,4422.729980,4405.450195,4422.299805,4422.299805,2679110000
2021-07-27,4416.379883,4416.379883,4372.509766,4401.459961,4401.459961,3381080000
2021-07-28,4402.950195,4415.470215,4387.009766,4400.640137,4400.640137,3215130000
2021-07-29,4403.589844,4429.970215,4403.589844,4419.149902,4419.149902,2815510000
2021-07-30,4395.120117,4412.250000,4389.649902,4395.259766,4395.259766,2861600000
2021-08-02,4406.859863,4422.180176,4384.810059,4387.160156,4387.160156,2919940000
2021-08-03,4392.740234,4423.790039,4373.000000,4423.149902,4423.149902,3305340000
2021-08-04,4415.950195,4416.169922,4400.229980,4402.660156,4402.660156,3382620000
2021-08-05,4408.859863,4429.759766,4408.859863,4429.100098,4429.100098,2734220000
2021-08-06,4429.069824,4440.819824,4429.069824,4436.520020,4436.520020,2839970000
2021-08-09,4437.770020,4439.390137,4424.740234,4432.350098,4432.350098,2779880000
2021-08-10,4435.790039,4445.209961,4430.029785,4436.750000,4436.750000,3219840000
2021-08-11,4442.180176,4449.439941,4436.419922,4442.410156,4442.410156,2803060000
2021-08-12,4446.080078,4461.770020,4435.959961,4460.830078,4460.830078,2543860000
2021-08-13,4464.839844,4468.370117,4460.819824,4468.000000,4468.000000,2371630000
2021-08-16,4461.649902,4480.259766,4437.660156,4479.709961,4479.709961,2707170000
2021-08-17,4462.120117,4462.120117,4417.830078,4448.080078,4448.080078,2884000000
2021-08-18,4440.939941,4454.319824,4397.589844,4400.270020,4400.270020,2965210000
2021-08-19,4382.439941,4418.609863,4367.729980,4405.799805,4405.799805,3120840000
2021-08-20,4410.560059,4444.350098,4406.799805,4441.669922,4441.669922,2867770000
2021-08-23,4450.290039,4489.879883,4450.290039,4479.529785,4479.529785,2965520000
2021-08-24,4484.399902,4492.810059,4482.279785,4486.229980,4486.229980,3037770000
2021-08-25,4490.450195,4501.709961,4485.660156,4496.189941,4496.189941,2554680000
2021-08-26,4493.750000,4495.899902,4468.990234,4470.000000,4470.000000,2704600000
2021-08-27,4474.100098,4513.330078,4474.100098,4509.370117,4509.370117,2862360000
2021-08-30,4513.759766,4537.359863,4513.759766,4528.790039,4528.790039,2557300000
2021-08-31,4529.750000,4531.390137,4515.799805,4522.680176,4522.680176,3090380000
2021-09-01,4528.799805,4537.109863,4522.020020,4524.089844,4524.089844,3101830000
2021-09-02,4534.479980,4545.850098,4524.660156,4536.950195,4536.950195,2897010000
2021-09-03,4532.419922,4541.450195,4521.299805,4535.430176,4535.430176,2609660000
2021-09-07,4535.379883,4535.379883,4513.000000,4520.029785,4520.029785,3098870000
2021-09-08,4518.089844,4521.790039,4493.950195,4514.069824,4514.069824,2808480000
2021-09-09,4513.020020,4529.899902,4492.069824,4493.279785,4493.279785,3035300000
2021-09-10,4506.919922,4520.470215,4457.660156,4458.580078,4458.580078,2851140000
2021-09-13,4474.810059,4492.990234,4445.700195,4468.729980,4468.729980,3096390000
2021-09-14,4479.330078,4485.680176,4435.459961,4443.049805,4443.049805,2568730000
2021-09-15,4447.490234,4486.870117,4438.370117,4480.700195,4480.700195,3154760000
2021-09-16,4477.089844,4485.870117,4443.799805,4473.750000,4473.750000,3321030000
2021-09-17,4469.740234,4471.520020,4427.759766,4432.990234,4432.990234,5622210000
2021-09-20,4402.950195,4402.950195,4305.910156,4357.729980,4357.729980,3773680000
2021-09-21,4374.450195,4394.870117,4347.959961,4354.189941,4354.189941,3044300000
2021-09-22,4367.430176,4416.750000,4367.430176,4395.640137,4395.640137,3273670000
2021-09-23,4406.750000,4465.399902,4406.750000,4448.979980,4448.979980,2833290000
2021-09-24,4438.040039,4463.120117,4430.270020,4455.479980,4455.479980,2772090000
2021-09-27,4442.120117,4457.299805,4436.189941,4443.109863,4443.109863,3032870000
2021-09-28,4419.540039,4419.540039,4346.330078,4352.629883,4352.629883,3495970000
2021-09-29,4362.410156,4385.569824,4355.080078,4359.459961,4359.459961,2753800000
2021-09-30,4370.669922,4382.549805,4306.240234,4307.540039,4307.540039,3123770000
2021-10-01,4317.160156,4375.189941,4288.520020,4357.040039,4357.040039,3148980000
2021-10-04,4348.839844,4355.509766,4278.939941,4300.459961,4300.459961,3110560000
2021-10-05,4309.870117,4369.229980,4309.870117,4345.720215,4345.720215,2967400000
2021-10-06,4319.569824,4365.569824,4290.490234,4363.549805,4363.549805,3219590000
2021-10-07,4383.729980,4429.970215,4383.729980,4399.759766,4399.759766,3096080000
2021-10-08,4406.509766,4412.020020,4386.220215,4391.339844,4391.339844,2401890000
2021-10-11,4385.439941,4415.879883,4360.589844,4361.189941,4361.189941,2580000000
2021-10-12,4368.310059,4374.890137,4342.089844,4350.649902,4350.649902,2608150000
2021-10-13,4358.009766,4372.870117,4329.919922,4363.799805,4363.799805,2926460000
2021-10-14,4386.750000,4439.729980,4386.750000,4438.259766,4438.259766,2642920000
2021-10-15,4447.689941,4475.819824,4447.689941,4471.370117,4471.370117,3000560000
2021-10-18,4463.720215,4488.750000,4447.470215,4486.459961,4486.459961,2683540000
2021-10-19,4497.339844,4520.399902,4496.410156,4519.629883,4519.629883,2531210000
2021-10-20,4524.419922,4540.870117,4524.399902,4536.189941,4536.189941,2671560000
2021-10-21,4532.240234,4551.439941,4526.890137,4549.779785,4549.779785,3016950000
2021-10-22,4546.120117,4559.669922,4524.000000,4544.899902,4544.899902,3062810000
2021-10-25,4553.689941,4572.620117,4537.359863,4566.479980,4566.479980,3250210000
2021-10-26,4578.689941,4598.529785,4569.169922,4574.790039,4574.790039,2866500000
2021-10-27,4580.220215,4584.569824,4551.660156,4551.680176,4551.680176,3259510000
2021-10-28,4562.839844,4597.549805,4562.839844,4596.419922,4596.419922,3197560000
2021-10-29,4572.870117,4608.080078,4567.589844,4605.379883,4605.379883,3632260000
2021-11-01,4610.620117,4620.339844,4595.060059,4613.669922,4613.669922,2924000000
2021-11-02,4613.339844,4635.149902,4613.339844,4630.649902,4630.649902,3309690000
2021-11-03,4630.649902,4663.459961,4621.189941,4660.569824,4660.569824,3339440000
2021-11-04,4662.930176,4683.000000,4662.589844,4680.060059,4680.060059,3332940000
2021-11-05,4699.259766,4718.500000,4681.319824,4697.529785,4697.529785,3491150000
2021-11-08,4701.479980,4714.919922,4694.390137,4701.700195,4701.700195,3465720000
2021-11-09,4707.250000,4708.529785,4670.870117,4685.250000,4685.250000,3110230000
2021-11-10,4670.259766,4684.850098,4630.859863,4646.709961,4646.709961,3581630000
2021-11-11,4659.390137,4664.549805,4648.310059,4649.270020,4649.270020,2623140000
2021-11-12,4655.240234,4688.470215,4650.770020,4682.850098,4682.850098,2865790000
2021-11-15,4689.299805,4697.419922,4672.859863,4682.799805,4682.799805,2618980000
2021-11-16,4679.419922,4714.950195,4679.419922,4700.899902,4700.899902,2838210000
2021-11-17,4701.500000,4701.500000,4684.410156,4688.669922,4688.669922,3221250000
2021-11-18,4700.720215,4708.799805,4672.779785,4704.540039,4704.540039,3335620000
2021-11-19,4708.439941,4717.750000,4694.220215,4697.959961,4697.959961,3265600000
2021-11-22,4712.000000,4743.830078,4682.169922,4682.939941,4682.939941,3206280000
2021-11-23,4678.479980,4699.390137,4652.660156,4690.700195,4690.700195,3428780000
2021-11-24,4675.779785,4702.870117,4659.890137,4701.459961,4701.459961,2464040000
2021-11-26,4664.629883,4664.629883,4585.430176,4594.620117,4594.620117,2676740000
2021-11-29,4628.750000,4672.950195,4625.259766,4655.270020,4655.270020,3471380000
2021-11-30,4640.250000,4646.020020,4560.000000,4567.000000,4567.000000,4950190000
2021-12-01,4602.819824,4652.939941,4510.270020,4513.040039,4513.040039,4078260000
2021-12-02,4504.729980,4595.459961,4504.729980,4577.100098,4577.100098,3771510000
2021-12-03,4589.490234,4608.029785,4495.120117,4538.430176,4538.430176,3971500000
2021-12-06,4548.370117,4612.600098,4540.509766,4591.669922,4591.669922,3305690000
2021-12-07,4631.970215,4694.040039,4631.970215,4686.750000,4686.750000,3334320000
2021-12-08,4690.859863,4705.060059,4674.520020,4701.209961,4701.209961,3061550000
2021-12-09,4691.000000,4695.259766,4665.979980,4667.450195,4667.450195,2851660000
2021-12-10,4687.640137,4713.569824,4670.240234,4712.020020,4712.020020,2858310000
2021-12-13,4710.299805,4710.299805,4667.600098,4668.970215,4668.970215,3322050000
2021-12-14,4642.990234,4660.470215,4606.520020,4634.089844,4634.089844,3292740000
2021-12-15,4636.459961,4712.600098,4611.220215,4709.850098,4709.850098,3367580000
2021-12-16,4719.129883,4731.990234,4651.890137,4668.669922,4668.669922,3592810000
2021-12-17,4652.500000,4666.700195,4600.220215,4620.640137,4620.640137,5609780000
2021-12-20,4587.899902,4587.899902,4531.100098,4568.020020,4568.020020,3395780000
2021-12-21,4594.959961,4651.140137,4583.160156,4649.229980,4649.229980,2564370000
2021-12-22,4650.359863,4697.669922,4645.529785,4696.560059,4696.560059,2439570000
2021-12-23,4703.959961,4740.740234,4703.959961,4725.790039,4725.790039,2194630000
2021-12-27,4733.990234,4791.490234,4733.990234,4791.189941,4791.189941,2264120000
2021-12-28,4795.490234,4807.020020,4780.040039,4786.350098,4786.350098,2217050000
2021-12-29,4788.640137,4804.060059,4778.080078,4793.060059,4793.060059,2369370000
2021-12-30,4794.229980,4808.930176,4775.330078,4778.729980,4778.729980,2390990000
2021-12-31,4775.209961,4786.830078,4765.750000,4766.180176,4766.180176,2446190000
2022-01-03,4778.140137,4796.640137,4758.169922,4796.560059,4796.560059,2775190000
2022-01-04,4804.509766,4818.620117,4774.270020,4793.540039,4793.540039,3641050000
2022-01-05,4787.990234,4797.700195,4699.439941,4700.580078,4700.580078,3733540000
2022-01-06,4693.390137,4725.009766,4671.259766,4696.049805,4696.049805,3371250000
2022-01-07,4697.660156,4707.950195,4662.740234,4677.029785,4677.029785,3279870000
2022-01-10,4655.339844,4673.020020,4582.240234,4670.290039,4670.290039,3621800000
2022-01-11,4669.140137,4714.129883,4638.270020,4713.069824,4713.069824,3421600000
2022-01-12,4728.589844,4748.830078,4706.709961,4726.350098,4726.350098,3060040000
2022-01-13,4733.560059,4744.129883,4650.290039,4659.029785,4659.029785,3539830000
2022-01-14,4637.990234,4665.129883,4614.750000,4662.850098,4662.850098,3483530000
2022-01-18,4632.240234,4632.240234,4568.700195,4577.109863,4577.109863,3324960000
2022-01-19,4588.029785,4611.549805,4530.200195,4532.759766,4532.759766,3387370000
2022-01-20,4547.350098,4602.109863,4477.950195,4482.729980,4482.729980,3473060000
2022-01-21,4471.379883,4494.520020,4395.339844,4397.939941,4397.939941,3945810000
2022-01-24,4356.319824,4417.350098,4222.620117,4410.129883,4410.129883,5172540000
2022-01-25,4366.640137,4411.009766,4287.109863,4356.450195,4356.450195,3989420000
2022-01-26,4408.430176,4453.229980,4304.799805,4349.930176,4349.930176,4046270000
